attachments/0/style_list/0,attachments/0/style_list/1,attachments/0/style_list/2,attachments/0/style_list/3,attachments/0/style_list/4,commentUrl,commentsCount,date,facebookId,facebookUrl,feedbackId,id,likesCount,postTitle,profileId,profileName,profilePicture,profileUrl,text,English Coversion,NameDetection
,,,,,https://www.facebook.com/UMLprezKPSharmaOli/videos/995893648141105?comment_id=1047013389862619,16.0,2023-12-01T02:48:48.000Z,904337701051932,https://www.facebook.com/UMLprezKPSharmaOli/videos/995893648141105,ZmVlZGJhY2s6OTA0MzM3NzAxMDUxOTMyXzEwNDcwMTMzODk4NjI2MTk=,Y29tbWVudDo5MDQzMzc3MDEwNTE5MzJfMTA0NzAxMzM4OTg2MjYxOQ==,515,"सुन्दर डडेलधुरा !!
मेरा मित्र शेरबहादुर देउवाको गृहजिल्ला । यहाँ आएपछि उहाँलाई कल गरौं भन्ने लाग्यो। उहाँले आफू काठमाडौंमा भए पनि डडेल्धुरामा स्वागत छ...",100057223069451,Bikash,https://scontent-lhr8-1.xx.fbcdn.net/v/t39.30808-1/431824122_924535226130571_3346129629614037199_n.jpg?stp=cp0_dst-jpg_p32x32&_nc_cat=1&ccb=1-7&_nc_sid=5f2048&_nc_ohc=zigyn41uDqsQ7kNvgEARIjU&_nc_ht=scontent-lhr8-1.xx&oh=00_AfCMvl7G-NIgi9p27NINLn7deAYbTqLufGoxjB8nZIIb3A&oe=663BB697,https://www.facebook.com/Bikashshahi8,सेर बहादुर देउवालाई डिस हान्दिने 🤣🤣🤣,Bikash,1
,,,,,https://www.facebook.com/UMLprezKPSharmaOli/videos/995893648141105?comment_id=311654785119825,56.0,2023-12-01T02:56:06.000Z,904337701051932,https://www.facebook.com/UMLprezKPSharmaOli/videos/995893648141105,ZmVlZGJhY2s6OTA0MzM3NzAxMDUxOTMyXzMxMTY1NDc4NTExOTgyNQ==,Y29tbWVudDo5MDQzMzc3MDEwNTE5MzJfMzExNjU0Nzg1MTE5ODI1,639,"सुन्दर डडेलधुरा !!
मेरा मित्र शेरबहादुर देउवाको गृहजिल्ला । यहाँ आएपछि उहाँलाई कल गरौं भन्ने लाग्यो। उहाँले आफू काठमाडौंमा भए पनि डडेल्धुरामा स्वागत छ...",100001303382590,Binod Tripathi,https://scontent-lhr6-2.xx.fbcdn.net/v/t39.30808-1/299779816_5347021545351239_763233500200918199_n.jpg?stp=cp0_dst-jpg_p32x32&_nc_cat=100&ccb=1-7&_nc_sid=5f2048&_nc_ohc=jjF0q6mGsBAQ7kNvgFkDd3C&_nc_ht=scontent-lhr6-2.xx&oh=00_AfAJmtUKBb_sO2aQIQ5dsrhzsXPCJa1aSbWoJIZVfPVpdQ&oe=663B9562,https://www.facebook.com/binod.tripathi.737,"कति राम्रो राजनीति संस्कार ओली ज्यु । यस्तै  हातेमालो देश निर्माण भयो भने अन्य खुद्रामसिना शक्ति आवश्यक पर्दैन । यस्तो सहकार्य जनताको हितमा होस , शुभकामना ।",Binod Tripathi,1
,,,,,https://www.facebook.com/UMLprezKPSharmaOli/videos/995893648141105?comment_id=1583995232344451,23.0,2023-12-01T03:37:36.000Z,904337701051932,https://www.facebook.com/UMLprezKPSharmaOli/videos/995893648141105,ZmVlZGJhY2s6OTA0MzM3NzAxMDUxOTMyXzE1ODM5OTUyMzIzNDQ0NTE=,Y29tbWVudDo5MDQzMzc3MDEwNTE5MzJfMTU4Mzk5NTIzMjM0NDQ1MQ==,294,"सुन्दर डडेलधुरा !!
मेरा मित्र शेरबहादुर देउवाको गृहजिल्ला । यहाँ आएपछि उहाँलाई कल गरौं भन्ने लाग्यो। उहाँले आफू काठमाडौंमा भए पनि डडेल्धुरामा स्वागत छ...",100042356588667,Mahesh Jaishi,https://scontent-lhr6-2.xx.fbcdn.net/v/t39.30808-1/434662099_1151895422899000_2052798682233634345_n.jpg?stp=cp0_dst-jpg_p32x32&_nc_cat=104&ccb=1-7&_nc_sid=5f2048&_nc_ohc=COVRSdwXr28Q7kNvgFg_Scv&_nc_ht=scontent-lhr6-2.xx&oh=00_AfAt8e2OxJoHG0C62rsKlonsNTaNawDQtDH2fuGdQ22JIg&oe=663BADC0,https://www.facebook.com/mahesh.jaishi.90,नेताहरुमा यत्तिको राजनैतिक संस्कार हुनुपर्छ 💙🙏,Mahesh Jaishi,1
,,,,,https://www.facebook.com/UMLprezKPSharmaOli/videos/995893648141105?comment_id=668481968766136,2.0,2023-12-01T05:50:22.000Z,904337701051932,https://www.facebook.com/UMLprezKPSharmaOli/videos/995893648141105,ZmVlZGJhY2s6OTA0MzM3NzAxMDUxOTMyXzY2ODQ4MTk2ODc2NjEzNg==,Y29tbWVudDo5MDQzMzc3MDEwNTE5MzJfNjY4NDgxOTY4NzY2MTM2,84,"सुन्दर डडेलधुरा !!
मेरा मित्र शेरबहादुर देउवाको गृहजिल्ला । यहाँ आएपछि उहाँलाई कल गरौं भन्ने लाग्यो। उहाँले आफू काठमाडौंमा भए पनि डडेल्धुरामा स्वागत छ...",100002627144928,Rajesh Dhakal,https://scontent-lhr8-1.xx.fbcdn.net/v/t39.30808-1/434757068_7093122404118594_3566154377368093224_n.jpg?stp=cp0_dst-jpg_p32x32&_nc_cat=108&ccb=1-7&_nc_sid=5f2048&_nc_ohc=OSXONByNQ1YQ7kNvgFia7mj&_nc_ht=scontent-lhr8-1.xx&oh=00_AfCFZIZX6FrlfeYuq6DRsUpoVkudcQ9bNMkHSVxl_qaGDw&oe=663BAABF,https://www.facebook.com/rajesh.dhakal.16,राजनैतिक आस्था भन्दा माथी जहिले  पनि सस्कार भाईचारा  हुन्छ भन्ने कुराको ज्वलन्त उदाहरण हो यो यस्ता कुरा सबैले अनुशरण गर्दा राम्रो हुन्छ जय होस् 🙏🙏♥️♥️,Rajesh Dhakal,1
,,,,,https://www.facebook.com/UMLprezKPSharmaOli/videos/995893648141105?comment_id=359417393430168,,2023-12-01T06:07:12.000Z,904337701051932,https://www.facebook.com/UMLprezKPSharmaOli/videos/995893648141105,ZmVlZGJhY2s6OTA0MzM3NzAxMDUxOTMyXzM1OTQxNzM5MzQzMDE2OA==,Y29tbWVudDo5MDQzMzc3MDEwNTE5MzJfMzU5NDE3MzkzNDMwMTY4,8,"सुन्दर डडेलधुरा !!
मेरा मित्र शेरबहादुर देउवाको गृहजिल्ला । यहाँ आएपछि उहाँलाई कल गरौं भन्ने लाग्यो। उहाँले आफू काठमाडौंमा भए पनि डडेल्धुरामा स्वागत छ...",1304682874,अशिष नेपाली,https://scontent-lhr6-1.xx.fbcdn.net/v/t39.30808-1/437684512_10226053040094935_4587185211366623685_n.jpg?stp=cp0_dst-jpg_p32x32&_nc_cat=102&ccb=1-7&_nc_sid=5f2048&_nc_ohc=4j6kQeUoqCgQ7kNvgGdX0Gf&_nc_ht=scontent-lhr6-1.xx&oh=00_AfCm8uDFpVT4RR9g6MXTNW99mIUf0hApMZa6ewo-FxZ6Ow&oe=663B97FF,https://www.facebook.com/ashis.sayami,"Pura call video rakhna nasaknu ko Karan… 

Hami #NoNotAgain Neta haru mili mili desh sidhyaunu percha hai, janta karyekarta haru lados hamilai Baal.",Ashish Nepali,1
,,,,,https://www.facebook.com/UMLprezKPSharmaOli/videos/995893648141105?comment_id=234566712858049,2.0,2023-12-01T10:39:58.000Z,904337701051932,https://www.facebook.com/UMLprezKPSharmaOli/videos/995893648141105,ZmVlZGJhY2s6OTA0MzM3NzAxMDUxOTMyXzIzNDU2NjcxMjg1ODA0OQ==,Y29tbWVudDo5MDQzMzc3MDEwNTE5MzJfMjM0NTY2NzEyODU4MDQ5,56,"सुन्दर डडेलधुरा !!
मेरा मित्र शेरबहादुर देउवाको गृहजिल्ला । यहाँ आएपछि उहाँलाई कल गरौं भन्ने लाग्यो। उहाँले आफू काठमाडौंमा भए पनि डडेल्धुरामा स्वागत छ...",100005274949025,Rabi Karki,https://scontent-lhr8-1.xx.fbcdn.net/v/t39.30808-1/328691826_1147104829306292_8903297322427818299_n.jpg?stp=cp0_dst-jpg_p32x32&_nc_cat=103&ccb=1-7&_nc_sid=5f2048&_nc_ohc=q-4cuJ8lSQcQ7kNvgFOnfpZ&_nc_ht=scontent-lhr8-1.xx&oh=00_AfAvs_YbTJjBAPzPWB0z5YL9IfGKXM6rJiv2JVrg0_S8Ag&oe=663BA2A2,https://www.facebook.com/rabikarkiji,वानहरुले जनतालाई  थाङ्नामा लडायकाछन 😡😡😡😡 मुखबाट बोलेको कि ..क बाट बोलेको मेसै पाइन्न,Rabi Karki,1
,,,,,https://www.facebook.com/UMLprezKPSharmaOli/videos/995893648141105?comment_id=334668512510578,10.0,2023-12-01T03:15:57.000Z,904337701051932,https://www.facebook.com/UMLprezKPSharmaOli/videos/995893648141105,ZmVlZGJhY2s6OTA0MzM3NzAxMDUxOTMyXzMzNDY2ODUxMjUxMDU3OA==,Y29tbWVudDo5MDQzMzc3MDEwNTE5MzJfMzM0NjY4NTEyNTEwNTc4,115,"सुन्दर डडेलधुरा !!
मेरा मित्र शेरबहादुर देउवाको गृहजिल्ला । यहाँ आएपछि उहाँलाई कल गरौं भन्ने लाग्यो। उहाँले आफू काठमाडौंमा भए पनि डडेल्धुरामा स्वागत छ...",100005200878803,Amrendra Yadav,https://scontent-lhr8-1.xx.fbcdn.net/v/t39.30808-1/325777035_1176644179655572_6723196506575847301_n.jpg?stp=cp0_dst-jpg_p32x32&_nc_cat=111&ccb=1-7&_nc_sid=5f2048&_nc_ohc=Zd6TQooSx4wQ7kNvgHnVwC2&_nc_ht=scontent-lhr8-1.xx&oh=00_AfCcFzbUJq7JSJGLyhfK0GUA2bSVZR8GzUoD11hOMiS6Yg&oe=663B9D6E,https://www.facebook.com/amrendra.yadav.94617,नेतामा हुनुपर्ने गुन देखियो ।।,Amrendra Yadav,1
,,,,,https://www.facebook.com/UMLprezKPSharmaOli/videos/995893648141105?comment_id=1877730689291482,,2023-12-01T10:37:32.000Z,904337701051932,https://www.facebook.com/UMLprezKPSharmaOli/videos/995893648141105,ZmVlZGJhY2s6OTA0MzM3NzAxMDUxOTMyXzE4Nzc3MzA2ODkyOTE0ODI=,Y29tbWVudDo5MDQzMzc3MDEwNTE5MzJfMTg3NzczMDY4OTI5MTQ4Mg==,5,"सुन्दर डडेलधुरा !!
मेरा मित्र शेरबहादुर देउवाको गृहजिल्ला । यहाँ आएपछि उहाँलाई कल गरौं भन्ने लाग्यो। उहाँले आफू काठमाडौंमा भए पनि डडेल्धुरामा स्वागत छ...",100002897847384,Lachhinbar Gharti,https://scontent-lhr8-1.xx.fbcdn.net/v/t39.30808-1/434654712_6895944013845458_8737925328785386413_n.jpg?stp=cp0_dst-jpg_p32x32&_nc_cat=1&ccb=1-7&_nc_sid=5f2048&_nc_ohc=kZCrapibc1cQ7kNvgFXc2Uh&_nc_ht=scontent-lhr8-1.xx&oh=00_AfA2GRCAR6F4mPqV4Cs1zCZ1J6nV8BT9f11ZxKwe3SQZ2g&oe=663B9DE8,,मोज छ मुलालाई ! 🤨,Lachhinbar Gharti,Unknown
,,,,,https://www.facebook.com/UMLprezKPSharmaOli/videos/995893648141105?comment_id=848195943707664,11.0,2023-12-01T03:51:46.000Z,904337701051932,https://www.facebook.com/UMLprezKPSharmaOli/videos/995893648141105,ZmVlZGJhY2s6OTA0MzM3NzAxMDUxOTMyXzg0ODE5NTk0MzcwNzY2NA==,Y29tbWVudDo5MDQzMzc3MDEwNTE5MzJfODQ4MTk1OTQzNzA3NjY0,83,"सुन्दर डडेलधुरा !!
मेरा मित्र शेरबहादुर देउवाको गृहजिल्ला । यहाँ आएपछि उहाँलाई कल गरौं भन्ने लाग्यो। उहाँले आफू काठमाडौंमा भए पनि डडेल्धुरामा स्वागत छ...",100057209989035,Sawan Sikindra,https://scontent-lhr6-1.xx.fbcdn.net/v/t39.30808-1/420932030_889683619615296_6138201286332885176_n.jpg?stp=cp0_dst-jpg_p32x32&_nc_cat=110&ccb=1-7&_nc_sid=5f2048&_nc_ohc=UXJ6U3v1j4UQ7kNvgF7mvGO&_nc_ht=scontent-lhr6-1.xx&oh=00_AfAT5xrPzRxfwTbSoC0IhyEg1QPg18rZiARHrGnxsWgVjA&oe=663B9A2C,https://www.facebook.com/SawanSikindraOfficial,राजा चाहिने सबै साथीहरु मलाई फ्लो गरेर साथी बन्नुहोला धन्यवाद ! 🙏♥️🇳🇵,Sawan Sikindra,1
,,,,,https://www.facebook.com/UMLprezKPSharmaOli/videos/995893648141105?comment_id=1557181715098910,1.0,2023-12-01T04:27:10.000Z,904337701051932,https://www.facebook.com/UMLprezKPSharmaOli/videos/995893648141105,ZmVlZGJhY2s6OTA0MzM3NzAxMDUxOTMyXzE1NTcxODE3MTUwOTg5MTA=,Y29tbWVudDo5MDQzMzc3MDEwNTE5MzJfMTU1NzE4MTcxNTA5ODkxMA==,8,"सुन्दर डडेलधुरा !!
मेरा मित्र शेरबहादुर देउवाको गृहजिल्ला । यहाँ आएपछि उहाँलाई कल गरौं भन्ने लाग्यो। उहाँले आफू काठमाडौंमा भए पनि डडेल्धुरामा स्वागत छ...",100023740541938,Manoj Chand,https://scontent-lhr8-1.xx.fbcdn.net/v/t39.30808-1/433438705_1602739183860751_6330267776966705989_n.jpg?stp=cp0_dst-jpg_p32x32&_nc_cat=108&ccb=1-7&_nc_sid=5f2048&_nc_ohc=6DEJ_900iFIQ7kNvgFSfq9L&_nc_ht=scontent-lhr8-1.xx&oh=00_AfAato9e3rQjfhDpB0oNhOU61J2rw1njAdMNzfaZKox6fQ&oe=663B864D,https://www.facebook.com/chand.manoj1.77,good luck rabi dai😄,Manoj Chand,1
